fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,faixa_qualidade,PC1,PC2
5.6,0.23,0.25,8.0,0.043,31.0,101.0,0.99429,3.19,0.42,10.4,6,white,Média,1.0329854083750696,-0.550278245383577
7.0,0.32,0.29,7.6,0.025,35.0,124.0,0.99162,3.15,0.65,12.8,7,white,Alta,0.5689411889296552,-1.412138760537414
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,Média,1.589695389264918,0.06008982314792805
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,Média,1.589695389264918,0.06008982314792805
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,white,Média,2.6366843055627496,2.85405422848366
6.1,0.2,0.17,1.6,0.048,46.0,129.0,0.991,3.3,0.43,11.4,6,white,Média,0.9263655007067503,-2.0288968932181275
6.8,0.11,0.27,8.6,0.044,45.0,104.0,0.99454,3.2,0.37,9.9,6,white,Média,1.589695389264918,0.06008982314792805
7.3,0.23,0.41,14.6,0.048,73.0,223.0,0.99863,3.16,0.71,9.4,6,white,Média,2.6366843055627496,2.85405422848366
6.9,0.2,0.41,1.1,0.06,36.0,104.0,0.99317,2.99,0.39,9.2,5,white,Média,0.8945531578398526,0.042457996333238726
6.7,0.19,0.32,3.7,0.041,26.0,76.0,0.99173,2.9,0.57,10.5,7,white,Alta,0.5007488078520543,-0.7280856471662204
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,Alta,0.5483364070838175,-0.11483842031194794
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,Alta,0.5483364070838175,-0.11483842031194794
8.0,0.37,0.31,4.7,0.038,3.0,127.0,0.99186,2.9,0.72,12.1,5,white,Média,-0.5997242247666797,-0.7764097641138168
6.7,0.28,0.34,8.9,0.048,32.0,111.0,0.99455,3.25,0.54,11.0,7,white,Alta,0.5483364070838175,-0.11483842031194794
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,white,Alta,1.1844745781911394,-2.65151167219451
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,Média,-0.07480063035083166,0.6454345172825466
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,Média,-0.07480063035083166,0.6454345172825466
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,Média,-0.07480063035083166,0.6454345172825466
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,white,Média,0.7846367398679494,-0.16330073901400333
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,white,Média,1.4062289414883649,1.8967455556875077
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,white,Média,0.5640575820828535,-1.0068498920454156
6.5,0.38,0.26,5.2,0.042,33.0,112.0,0.99067,3.06,0.5,12.3,7,white,Alta,0.5061514438172571,-1.7015970724155796
6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,white,Média,0.5640575820828535,-1.0068498920454156
5.4,0.15,0.32,2.5,0.037,10.0,51.0,0.98878,3.04,0.58,12.6,6,white,Média,0.031058969863327186,-2.9348548607207805
6.4,0.25,0.57,1.0,0.062,21.0,122.0,0.99238,3.0,0.4,9.5,5,white,Média,0.7846367398679494,-0.16330073901400333
6.1,0.25,0.48,15.8,0.052,25.0,94.0,0.99782,3.07,0.45,9.2,6,white,Média,1.4062289414883649,1.8967455556875077
6.8,0.22,0.32,5.9,0.054,40.0,152.0,0.9938,3.2,0.57,10.8,6,white,Média,0.9543630753696758,-0.16772182035091615
7.2,0.21,0.29,3.1,0.044,39.0,122.0,0.99143,3.0,0.6,11.3,6,white,Média,0.7367570036213222,-0.9239223670316894
6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.98944,3.22,0.39,12.8,7,white,Alta,1.1844745781911394,-2.65151167219451
6.4,0.24,0.49,5.8,0.053,25.0,120.0,0.9942,3.01,0.98,10.5,6,white,Média,-0.07480063035083166,0.6454345172825466
6.5,0.46,0.24,11.5,0.051,56.0,171.0,0.99588,3.08,0.56,9.8,6,white,Média,1.494617109666012,1.272989350993266
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,white,Média,-0.45788082600427243,-0.3393121809124344
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,white,Média,0.7482792640142292,1.2267467846282036
5.9,0.23,0.24,1.6,0.037,32.0,115.0,0.99076,3.21,0.51,11.4,6,white,Média,0.5692450169707617,-2.045778436044147
6.2,0.32,0.12,4.8,0.054,6.0,97.0,0.99424,3.16,0.5,9.3,5,white,Média,-0.45788082600427243,-0.3393121809124344
6.4,0.37,0.12,5.9,0.056,6.0,91.0,0.99536,3.06,0.46,8.4,4,white,Baixa,-0.39584137916133505,0.473169697933959
7.0,0.23,0.42,1.1,0.062,35.0,100.0,0.99318,3.04,0.4,9.2,5,white,Média,0.6534753771548774,0.05210320242463469
7.2,0.4,0.24,8.5,0.055,45.0,151.0,0.99626,3.2,0.52,9.2,5,white,Média,0.7482792640142292,1.2267467846282036
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,white,Média,1.362896493384554,1.687596014435563
6.0,0.28,0.27,4.1,0.046,50.0,147.0,0.99126,3.27,0.56,11.6,6,white,Média,1.0562729491918312,-1.4761147448445489
6.2,0.32,0.45,2.9,0.029,37.0,94.0,0.98998,3.25,0.6,12.4,6,white,Média,0.3539450375197098,-2.120308742356557
7.6,0.19,0.37,13.1,0.033,52.0,151.0,0.99726,3.18,0.79,10.4,6,white,Média,1.362896493384554,1.687596014435563
6.4,0.26,0.26,1.1,0.052,22.0,176.0,0.99304,3.09,0.54,9.3,5,white,Média,0.6250095203915581,-0.25960575960537224
5.9,0.25,0.27,1.5,0.029,37.0,81.0,0.9892,3.2,0.46,12.2,6,white,Média,0.5851163554832887,-2.7926639194293097
6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,6,white,Média,1.2239192109590946,-0.8459612502196215
6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.99047,3.11,0.38,11.4,5,white,Média,0.9579205181392866,-1.9042755760935217
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,white,Média,0.450965320103597,-0.2579440716939032
7.5,0.26,0.38,5.7,0.021,23.0,125.0,0.99338,3.13,0.62,11.1,6,white,Média,0.4099939199387311,-0.43270216519226634
6.4,0.2,0.22,7.4,0.032,53.0,172.0,0.99404,3.24,0.58,11.0,6,white,Média,1.681476611120146,-0.40019772021935796
7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.99287,3.14,0.48,9.9,5,white,Média,0.8342509265100484,-0.40238714536090975
7.3,0.34,0.22,1.4,0.044,43.0,176.0,0.99286,3.14,0.46,9.9,5,white,Média,0.8883728082778641,-0.3797065687038114
6.4,0.29,0.57,1.0,0.06,15.0,120.0,0.9924,3.06,0.41,9.5,5,white,Média,0.450965320103597,-0.2579440716939032
6.1,1.1,0.16,4.4,0.033,8.0,109.0,0.99058,3.35,0.47,12.4,4,white,Baixa,-2.1106066181931604,-2.3428014706073403
6.3,0.24,0.29,1.6,0.052,48.0,185.0,0.9934,3.21,0.5,9.4,5,white,Média,1.3629890994095661,-0.1573519695126659
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,white,Média,1.2539030063287449,0.5809097002737144
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,Média,1.7341846160223222,1.0048797303513228
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,Média,1.7341846160223222,1.0048797303513228
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,white,Média,0.6374138652033235,-1.4906702787500736
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,white,Média,1.1543122260959058,-0.6454757957380743
6.2,0.24,0.22,7.9,0.053,45.0,149.0,0.99545,3.23,0.52,9.3,5,white,Média,1.2539030063287449,0.5809097002737144
7.4,0.16,0.27,15.5,0.05,25.0,135.0,0.9984,2.9,0.43,8.7,7,white,Alta,1.7553141113246848,2.420049973623299
6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,6,white,Média,1.1543122260959058,-0.6454757957380743
6.5,0.43,0.18,13.15,0.032,25.0,131.0,0.99565,3.23,0.51,10.7,5,white,Média,0.5996195910419327,0.2230718530079328
6.6,0.17,0.36,1.9,0.036,38.0,110.0,0.99056,3.05,0.54,11.4,6,white,Média,0.9650318947465842,-1.522097936298297
6.9,0.19,0.35,13.5,0.038,49.0,118.0,0.99546,3.0,0.63,10.7,6,white,Média,1.7341846160223222,1.0048797303513228
6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,6,white,Média,0.6374138652033235,-1.4906702787500736
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,white,Média,-0.4436602581468557,-0.8434213863922164
6.4,0.41,0.01,6.1,0.048,20.0,70.0,0.99362,3.19,0.42,10.0,5,white,Média,-0.4436602581468557,-0.8434213863922164
7.4,0.36,0.32,1.9,0.036,27.0,119.0,0.99196,3.15,0.49,11.2,6,white,Média,0.06064543842888325,-1.1568985143435166
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,5,white,Média,0.9981099119055614,-0.4093405462423417
5.5,0.28,0.21,1.6,0.032,23.0,85.0,0.99027,3.42,0.42,12.5,5,white,Média,-0.036171566240437956,-3.205077383491043
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,8,white,Alta,-0.2333424318935832,-0.9436303235675043
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,white,Média,1.5126763804211285,-0.5212912797770269
6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.99506,3.16,0.72,10.6,5,white,Média,0.019142237305876605,0.5827043820362848
7.1,0.44,0.27,8.4,0.057,60.0,160.0,0.99257,3.16,0.36,11.8,6,white,Média,1.5126763804211285,-0.5212912797770269
6.2,0.24,0.28,12.2,0.049,54.0,133.0,0.9952,3.19,0.37,10.7,6,white,Média,2.043988495008655,0.26740052298928313
6.1,0.28,0.27,8.0,0.048,41.0,162.0,0.99498,3.21,0.51,9.9,5,white,Média,1.3300443565280056,0.29091149817976014
7.6,0.26,0.32,1.3,0.048,23.0,76.0,0.9903,2.96,0.46,12.0,6,white,Média,-0.023210367278146293,-1.7108111284201564
7.5,0.16,0.38,12.7,0.043,70.5,163.0,0.99706,3.15,0.82,10.4,7,white,Alta,1.871767731288411,1.8924882109079288
6.5,0.36,0.16,1.3,0.054,11.0,107.0,0.99398,3.19,0.39,8.5,5,white,Média,-0.3941495831076079,-0.3018837362405821
6.6,0.35,0.19,10.5,0.06,15.0,82.0,0.99588,3.13,0.38,9.9,4,white,Baixa,0.10191134037360157,0.3891321658579727
5.7,0.25,0.26,12.5,0.049,52.5,120.0,0.99691,3.08,0.45,9.4,6,white,Média,1.9489342712548414,1.1778795729830713
7.4,0.37,0.26,9.6,0.05,33.0,134.0,0.99608,3.13,0.46,10.4,5,white,Média,0.6546939670524276,0.7084383928900803
5.7,0.25,0.21,1.5,0.044,21.0,108.0,0.99142,3.3,0.59,11.0,6,white,Média,-0.14198658653732713,-1.8876183840040293
5.8,0.23,0.21,1.5,0.044,21.0,110.0,0.99138,3.3,0.57,11.0,6,white,Média,-0.05571721330317577,-1.8973026747234736
5.4,0.265,0.28,7.8,0.052,27.0,91.0,0.99432,3.19,0.38,10.4,6,white,Média,0.8256693339319154,-0.5737985416258339
5.7,0.25,0.27,10.8,0.05,58.0,116.0,0.99592,3.1,0.5,9.8,6,white,Média,1.8138272524734733,0.7649575805801455
5.7,0.25,0.26,12.5,0.049,52.5,106.0,0.99691,3.08,0.45,9.4,6,white,Média,1.830481533277557,1.1444628996784298
5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.99432,3.23,0.53,10.6,6,white,Média,1.2218810947413694,-0.22165210508789843
6.2,0.3,0.32,1.2,0.052,32.0,185.0,0.99266,3.28,0.44,10.1,5,white,Média,0.8897841632608832,-0.8258445623961556
6.5,0.33,0.24,14.5,0.048,20.0,96.0,0.99456,3.06,0.3,11.5,8,white,Alta,1.085709816313158,-0.20004249724591358
7.4,0.26,0.29,3.7,0.048,14.0,73.0,0.9915,3.06,0.45,11.4,6,white,Média,-0.19948052706507954,-1.315123373959921
7.0,0.2,0.4,1.1,0.058,30.0,93.0,0.99322,3.03,0.38,9.2,6,white,Média,0.6141986438288762,-0.0749863065324251
6.5,0.21,0.42,1.1,0.059,33.0,101.0,0.9927,3.12,0.38,9.7,6,white,Média,0.7234780628692931,-0.520409851666152
7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.99173,3.07,0.46,11.3,6,white,Média,-0.09774921551693391,-1.2577248160504941
6.8,0.27,0.24,4.6,0.098,36.0,127.0,0.99412,3.15,0.49,9.6,6,white,Média,0.23915713950906806,0.422308202156773
6.7,0.24,0.3,10.2,0.07,44.0,179.0,0.99666,2.86,0.46,8.9,6,white,Média,2.041994054765553,1.9438598927000634
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,white,Média,0.6356969559416871,-0.35057073330075356
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,white,Média,-0.4028714881137243,-0.4405949646917676
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,white,Média,-0.08347928316236666,1.650337814549376
6.4,0.25,0.28,4.9,0.03,29.0,98.0,0.99024,3.09,0.58,12.8,7,white,Alta,0.5133256624565248,-2.1694609864611656
6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.99672,3.08,0.41,9.0,6,white,Média,-0.08347928316236666,1.650337814549376
8.0,0.25,0.35,1.1,0.054,13.0,136.0,0.99366,3.08,0.55,9.5,5,white,Média,-0.2020881915793721,0.17545377021420658
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,6,white,Média,0.6356969559416871,-0.35057073330075356
6.6,0.21,0.34,5.6,0.046,30.0,140.0,0.99299,3.22,0.38,11.0,5,white,Média,1.1326264201582545,-0.851308266064261
6.4,0.5,0.2,2.4,0.059,19.0,112.0,0.99314,3.18,0.4,9.2,6,white,Média,-0.4028714881137243,-0.4405949646917676
6.3,0.29,0.23,14.2,0.037,24.0,99.0,0.99528,3.08,0.38,10.6,6,white,Média,1.2321343487486611,0.21213584020960613
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,white,Média,1.4186167280053967,0.7398745266503987
6.9,0.37,0.23,9.5,0.057,54.0,166.0,0.99568,3.23,0.42,10.0,5,white,Média,1.4186167280053967,0.7398745266503987
5.7,0.31,0.28,4.1,0.03,22.0,86.0,0.99062,3.31,0.38,11.7,7,white,Alta,0.35323296976532376,-2.396423796569258
6.9,0.45,0.27,4.7,0.035,17.0,80.0,0.99058,3.12,0.36,12.5,7,white,Alta,-0.15255249801124512,-2.159338161688142
6.9,0.3,0.45,1.4,0.039,36.0,122.0,0.99059,3.07,0.47,11.1,7,white,Alta,0.8055364878011942,-1.2397650056891154
5.3,0.23,0.56,0.9,0.041,46.0,141.0,0.99119,3.16,0.62,9.7,5,white,Média,1.364763224136803,-0.6690499430803544
6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,6,white,Média,1.0847128799854882,-1.932906798379022
5.0,0.255,0.22,2.7,0.043,46.0,153.0,0.99238,3.75,0.76,11.3,6,white,Média,0.09809920035711951,-1.9118327446176877
7.6,0.4,0.27,1.2,0.053,23.0,193.0,0.99164,3.22,0.38,11.6,5,white,Média,0.33615232958544455,-1.3512959478197082
5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,6,white,Média,-0.21760808967103523,-2.4899473125077263
6.0,0.2,0.25,2.0,0.041,30.0,95.0,0.99078,3.27,0.56,11.1,6,white,Média,0.24160830620915685,-1.9032487370001216
6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,6,white,Média,0.2900639677115566,-2.0049413738713224
7.5,0.21,0.29,1.5,0.046,35.0,107.0,0.99123,3.15,0.45,11.3,6,white,Média,0.4417835181898174,-1.3958563045927979
7.3,0.26,0.32,1.2,0.041,29.0,94.0,0.98978,3.07,0.45,12.0,6,white,Média,0.2889506736550456,-2.000374965710985
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,8,white,Alta,0.45647791407581667,-1.970980804641912
6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99024,3.15,0.31,12.0,7,white,Alta,0.6854531030782356,-1.991478432210016
7.4,0.28,0.5,12.1,0.049,48.0,122.0,0.9973,3.01,0.44,9.0,5,white,Média,1.7565109528222351,2.1847292486133294
6.3,0.23,0.22,17.45,0.054,42.0,151.0,0.99853,3.12,0.6,9.3,6,white,Média,1.7529504807944514,2.187381481054798
6.2,0.34,0.25,12.1,0.059,33.0,171.0,0.99769,3.14,0.56,8.7,6,white,Média,1.1765329990721956,1.8566946941489795
6.6,0.44,0.32,3.0,0.095,13.0,75.0,0.98954,3.1,0.63,12.8,6,white,Média,-1.3158173481749118,-1.8654390685501667
6.0,0.13,0.36,1.6,0.052,23.0,72.0,0.98974,3.1,0.5,11.5,7,white,Alta,0.3840259847914782,-2.074606971947799
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,5,white,Média,1.4304424726365366,-0.06198990137432673
6.3,0.18,0.22,5.6,0.047,45.0,147.0,0.99383,3.09,0.54,10.0,5,white,Média,1.4095556536975797,-0.08986945070126344
6.7,0.31,0.34,6.8,0.059,51.0,215.0,0.99538,3.33,0.56,10.3,5,white,Média,1.4146226325847606,0.5763187875836064
6.6,0.33,0.32,15.6,0.054,62.0,227.0,0.99734,3.25,0.56,10.4,5,white,Média,2.446033985044111,1.7443682428339986
6.3,0.34,0.31,6.0,0.02,18.0,68.0,0.98981,3.22,0.29,13.4,7,white,Alta,0.42092517715427447,-3.0392098115269706
6.8,0.29,0.32,1.8,0.032,18.0,130.0,0.99095,3.05,0.62,11.2,6,white,Média,0.1556103949583539,-1.3578380531500884
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,white,Média,1.7711697024071924,1.1859888494513036
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,white,Média,1.7711697024071924,1.1859888494513036
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6,white,Média,1.2996133453321155,-0.7040766227349115
6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,6,white,Média,0.6452267287055167,-1.8621046471170497
5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73,11.3,5,white,Média,-0.5399662803522288,-1.750765900124978
5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,white,Média,-0.6343384092047073,-2.655769169975934
7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,5,white,Média,1.7711697024071924,1.1859888494513036
6.6,0.23,0.32,1.5,0.041,8.0,72.0,0.98949,3.22,0.39,12.7,6,white,Média,-0.25308864005161896,-2.9239438132117592
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,white,Alta,1.4898140984148245,-0.30707302317474094
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,white,Média,1.6447791019326374,1.0487165085852272
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,white,Média,1.6447791019326374,1.0487165085852272
5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.9941,3.25,0.53,10.7,6,white,Média,1.1742579677050815,-0.22474156619319405
6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35,10.9,6,white,Média,1.8967790007199776,-0.24732675126850553
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,white,Média,1.6447791019326374,1.0487165085852272
6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6,white,Média,1.842813317755596,1.079461101025845
7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.99737,3.16,0.41,9.7,7,white,Alta,2.0581945440335163,1.723823420419253
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,white,Alta,1.4898140984148245,-0.30707302317474094
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,white,Média,0.6844650487588843,1.2520837535473663
5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29,13.9,7,white,Alta,1.0572787768926524,-3.912364339618568
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5,white,Média,0.06359568057255924,1.6315982151403112
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,white,Média,0.7962257423692403,-1.2919638899177581
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,white,Média,0.6844650487588843,1.2520837535473663
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,white,Média,1.6612062886245178,-0.16458883646620304
6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5,white,Média,2.1728903675769966,0.7644967198705042
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,white,Média,1.6612062886245178,-0.16458883646620304
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5,white,Média,2.199119091176986,0.8166336087039229
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4,5,white,Média,-0.143275868071469,-0.8464907077590456
7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,5,white,Média,-0.3879433468026535,-1.022568178808091
6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,7,white,Alta,0.04705539469844354,-2.1190350456521605
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7,white,Alta,1.4793815866748596,-2.208870270456188
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8,white,Alta,0.9191930606954775,-3.1267369852435425
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,6,white,Média,0.5367526730974033,-2.839330773414574
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,white,Alta,1.1993531292830069,-2.572219792504203
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,white,Alta,2.0526311481969386,2.479001446324191
6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,5,white,Média,0.1739071923697042,-1.8593498827753345
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6,white,Média,-0.03183276372739705,-0.9809703089633853
7.1,0.34,0.86,1.4,0.174,36.0,99.0,0.99288,2.92,0.5,9.3,5,white,Média,-0.20744986719556854,1.8159814211554344
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6,white,Média,2.3340181297581366,1.5902131184443224
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,7,white,Alta,0.3208492946116663,-1.0558309364731777
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6,white,Média,1.4375229360874253,0.1782968688762283
6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,6,white,Média,0.23975731252250035,-1.1262079217642869
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,white,Alta,1.7499771757008016,-1.5288994891315495
6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,white,Média,2.6784686075194584,2.7669507917100766
6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,6,white,Média,1.3774582077627724,1.9382276067929307
6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,6,white,Média,0.20968181299582445,-1.064231992227249
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,white,Média,0.3726318820944028,1.571133480829737
6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7,white,Alta,-0.26485830674583294,-2.034784924384023
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7,white,Alta,-0.4247308613730049,-2.2277419105187364
6.9,0.24,0.4,15.4,0.052,81.0,198.0,0.9986,3.2,0.69,9.4,5,white,Média,2.6784686075194584,2.7669507917100766
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,5,white,Média,-0.6313482910155007,-0.6178934045256619
5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,6,white,Média,0.8560058118550227,-2.43919964946586
